sample_id,source_type,language,static_num_issues,static_high,static_medium,static_low,llm_security_score,llm_vulnerable,llm_num_issues,static_issues_json,llm_issues_json
generated_python_programs_16,llm_single,python,0,0,0,0,4.0,False,3,[],"[{""type"": ""Input Validation"", ""severity"": ""medium"", ""description"": ""The program accepts a file path from command line arguments without sanitization or validation. While this is typical for CLI tools, it could lead to issues if used in a broader context where untrusted input is passed.""}, {""type"": ""Error Handling"", ""severity"": ""low"", ""description"": ""The code properly handles file-related exceptions (FileNotFoundError, IOError) and reports errors to stderr, which is good practice.""}, {""type"": ""Resource Management"", ""severity"": ""low"", ""description"": ""The file is opened using a context manager ensuring proper closure, preventing resource leaks.""}]"
generated_python_programs_17,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_18,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_19,llm_single,python,1,0,0,1,5.0,False,0,"[{""tool"": ""bandit"", ""test_id"": ""B101"", ""severity"": ""LOW"", ""confidence"": ""HIGH"", ""line_number"": 53, ""description"": ""Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.""}]",[]
generated_python_programs_20,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_21,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_22,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_23,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_24,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_25,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_26,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_27,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_28,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_29,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_30,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_31,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_32,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_33,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_34,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_35,llm_single,python,0,0,0,0,4.0,False,2,[],"[{""type"": ""Input Validation"", ""severity"": ""medium"", ""description"": ""The program accepts a filename from command line arguments without sanitization or validation. While this is typical for CLI tools, it could lead to issues if used in a different context or if the filename is constructed from untrusted input.""}, {""type"": ""Error Handling"", ""severity"": ""low"", ""description"": ""The program handles file-related exceptions properly, but does not handle potential UnicodeDecodeError if the file is not UTF-8 encoded.""}]"
generated_python_programs_36,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_37,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_38,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_39,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_40,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_41,llm_single,python,1,0,0,1,5.0,False,0,"[{""tool"": ""bandit"", ""test_id"": ""B101"", ""severity"": ""LOW"", ""confidence"": ""HIGH"", ""line_number"": 43, ""description"": ""Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.""}]",[]
generated_python_programs_42,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_43,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_44,llm_single,python,0,0,0,0,4.0,False,3,[],"[{""type"": ""Input Validation"", ""severity"": ""low"", ""description"": ""The program accepts a file path from command line arguments without sanitization. While this is typical for CLI tools, if used in a broader context (e.g., web service), it could lead to path traversal or injection issues.""}, {""type"": ""Error Handling"", ""severity"": ""medium"", ""description"": ""The program exits immediately on file-related errors (FileNotFoundError, IOError) which is acceptable for CLI but could be improved by more graceful error recovery or logging in other contexts.""}, {""type"": ""Resource Management"", ""severity"": ""low"", ""description"": ""The program reads the file line by line which is memory efficient. No apparent resource leaks.""}]"
generated_python_programs_45,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_46,llm_single,python,1,0,0,1,5.0,False,0,"[{""tool"": ""bandit"", ""test_id"": ""B101"", ""severity"": ""LOW"", ""confidence"": ""HIGH"", ""line_number"": 48, ""description"": ""Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.""}]",[]
generated_python_programs_47,llm_single,python,0,0,0,0,4.0,False,2,[],"[{""type"": ""Input Validation"", ""severity"": ""medium"", ""description"": ""The filename is taken directly from command line arguments without validation. While the file is opened in read-only mode, lack of validation could lead to unintended file reads if the program is run with malicious input.""}, {""type"": ""Error Handling"", ""severity"": ""low"", ""description"": ""The program exits on file read errors, which is safe, but error messages are printed to stderr without sanitization. This is generally safe but could leak some information about the environment.""}]"
generated_python_programs_48,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_49,llm_single,python,0,0,0,0,4.0,False,2,[],"[{""type"": ""Input Validation"", ""severity"": ""medium"", ""description"": ""The program reads a filename from command line arguments without sanitization. While this is typical for CLI tools, if used in a broader context or with untrusted input, it could lead to path traversal or unintended file access.""}, {""type"": ""Error Handling"", ""severity"": ""low"", ""description"": ""The program handles file not found and IO errors gracefully, but does not handle other potential exceptions such as UnicodeDecodeError when reading files with unexpected encodings.""}]"
generated_python_programs_50,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_51,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_52,llm_single,python,0,0,0,0,4.0,False,3,[],"[{""type"": ""Input Validation"", ""severity"": ""medium"", ""description"": ""The program reads a filename from command line arguments without sanitization. While this is typical for CLI tools, if used in a larger system or with untrusted input, it could lead to path traversal or unintended file access.""}, {""type"": ""Error Handling"", ""severity"": ""low"", ""description"": ""The program handles file not found and IO errors gracefully, but does not handle potential UnicodeDecodeError if the file is not UTF-8 encoded.""}, {""type"": ""Denial of Service"", ""severity"": ""low"", ""description"": ""If a very large file is provided, the program reads it entirely into memory, which could cause high memory usage or crash on resource-constrained systems.""}]"
generated_python_programs_53,llm_single,python,0,0,0,0,4.0,False,2,[],"[{""type"": ""File Handling"", ""severity"": ""medium"", ""description"": ""The program reads a file specified by a command line argument without validating the filename or path. This could potentially allow reading unintended files if used in a sensitive environment.""}, {""type"": ""Error Handling"", ""severity"": ""low"", ""description"": ""The program prints error messages to stderr but does not provide detailed logging or error recovery mechanisms.""}]"
generated_python_programs_54,llm_single,python,0,0,0,0,4.0,False,3,[],"[{""type"": ""File Handling"", ""severity"": ""medium"", ""description"": ""The program reads a CSV file specified by the user without validating the file path beyond existence and permission checks. This could potentially allow reading unintended files if the user has access, but since the program only reads and does not write or execute file contents, the risk is limited.""}, {""type"": ""Input Validation"", ""severity"": ""low"", ""description"": ""The CSV parsing handles malformed rows and invalid scores gracefully by skipping them with warnings. However, no further validation is done on the 'name' field beyond stripping whitespace and checking for emptiness, which could allow unexpected or maliciously crafted names (e.g., very long strings). This is unlikely to cause security issues in this context.""}, {""type"": ""Error Handling"", ""severity"": ""low"", ""description"": ""The program exits on file-related errors and prints warnings for malformed data, which is appropriate. No sensitive information is leaked in error messages.""}]"
generated_python_programs_55,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_56,llm_single,python,0,0,0,0,4.0,False,2,[],"[{""type"": ""Input Validation"", ""severity"": ""medium"", ""description"": ""The filename is taken directly from command line arguments without validation or sanitization. This could lead to unintended file access if the program is run with elevated privileges or in a sensitive environment.""}, {""type"": ""Error Handling"", ""severity"": ""low"", ""description"": ""The program re-raises exceptions with generic messages which may obscure the original error details, potentially complicating debugging.""}]"
generated_python_programs_57,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_58,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_59,llm_single,python,0,0,0,0,4.0,False,3,[],"[{""type"": ""Input Validation"", ""severity"": ""medium"", ""description"": ""The program accepts a file path from command line arguments without sanitization or validation. While this is typical for CLI tools, it could lead to unintended file access if used in a broader context or combined with other components.""}, {""type"": ""Error Handling"", ""severity"": ""low"", ""description"": ""The program handles common file-related exceptions (FileNotFoundError, PermissionError) and a generic exception catch-all, which is good practice. However, the generic exception handler could potentially mask unexpected errors.""}, {""type"": ""Resource Management"", ""severity"": ""low"", ""description"": ""The file is opened using a context manager which ensures proper resource cleanup.""}]"
generated_python_programs_60,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_61,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_62,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_63,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_64,llm_single,python,0,0,0,0,4.0,False,2,[],"[{""type"": ""Input Validation"", ""severity"": ""medium"", ""description"": ""The script accepts a file path from command line arguments without sanitization or validation. While this is typical for CLI tools, if used in a broader context (e.g., web service), it could lead to path traversal or injection issues.""}, {""type"": ""Error Handling"", ""severity"": ""low"", ""description"": ""The script prints error messages to stderr but does not provide detailed error information or logging. This is not a direct security vulnerability but could hinder debugging or auditing.""}]"
generated_python_programs_65,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_66,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_67,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_68,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_69,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_70,llm_single,python,0,0,0,0,4.0,False,2,[],"[{""type"": ""File Handling"", ""severity"": ""medium"", ""description"": ""The program reads a file path from command line arguments and opens it without additional validation. While it handles FileNotFoundError and IOError, it does not restrict the file path, which could lead to unintended file reads if used in a sensitive environment.""}, {""type"": ""Input Validation"", ""severity"": ""low"", ""description"": ""The program does not sanitize or validate the input file path beyond basic error handling. This is generally acceptable for a local script but could be a concern if integrated into a larger system or exposed to untrusted input.""}]"
generated_python_programs_71,llm_single,python,1,0,0,1,5.0,False,0,"[{""tool"": ""bandit"", ""test_id"": ""B101"", ""severity"": ""LOW"", ""confidence"": ""HIGH"", ""line_number"": 68, ""description"": ""Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.""}]",[]
generated_python_programs_72,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_73,llm_single,python,0,0,0,0,4.0,False,3,[],"[{""type"": ""Input Validation"", ""severity"": ""medium"", ""description"": ""The program reads a filename from command line arguments without sanitization or validation. While this is typical for CLI tools, it could lead to issues if used in a broader context where untrusted input is passed.""}, {""type"": ""File Handling"", ""severity"": ""low"", ""description"": ""The file is opened with ASCII encoding, which will raise an exception on non-ASCII files. This is handled gracefully, but limits usability and could cause unexpected failures if users provide files with UTF-8 or other encodings.""}, {""type"": ""Error Handling"", ""severity"": ""low"", ""description"": ""The program handles file-related exceptions properly and exits with error messages, which is good practice.""}]"
generated_python_programs_74,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_75,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_76,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_77,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_78,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_79,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_80,llm_single,python,0,0,0,0,4.0,False,3,[],"[{""type"": ""File Handling"", ""severity"": ""medium"", ""description"": ""The program reads from and writes to fixed filenames without validating or sanitizing input paths. If the filenames were user-controlled, this could lead to path traversal or overwriting important files. Currently, filenames are hardcoded, so risk is low.""}, {""type"": ""Error Handling"", ""severity"": ""low"", ""description"": ""The program raises exceptions on malformed CSV data and I/O errors, which is good. However, it prints errors to stderr and exits with code 1, which is acceptable but could be improved with more granular error reporting or logging.""}, {""type"": ""Input Validation"", ""severity"": ""low"", ""description"": ""The code validates CSV structure and score values, raising errors on invalid or missing data, which helps maintain data integrity.""}]"
generated_python_programs_81,llm_single,python,0,0,0,0,4.0,False,2,[],"[{""type"": ""Input validation"", ""severity"": ""medium"", ""description"": ""The program accepts a file path from command line arguments without sanitization or validation. While this is typical for CLI tools, if used in a broader context (e.g., web service), it could lead to path traversal or injection issues.""}, {""type"": ""Error handling"", ""severity"": ""low"", ""description"": ""The program prints error messages to stderr but does not provide detailed error information or logging. This is not a direct security risk but could hinder debugging or incident response.""}]"
generated_python_programs_82,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_83,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_84,llm_single,python,0,0,0,0,4.0,False,2,[],"[{""type"": ""Input Validation"", ""severity"": ""medium"", ""description"": ""The filename is taken directly from command line arguments without sanitization. While this is typical for CLI tools, it could lead to issues if used in a different context (e.g., if filename is constructed from untrusted input).""}, {""type"": ""Error Handling"", ""severity"": ""low"", ""description"": ""The program raises exceptions with detailed error messages that could potentially leak information about the file system or environment if exposed in a broader context.""}]"
generated_python_programs_85,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_86,llm_single,python,1,0,0,1,5.0,False,0,"[{""tool"": ""bandit"", ""test_id"": ""B101"", ""severity"": ""LOW"", ""confidence"": ""HIGH"", ""line_number"": 52, ""description"": ""Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.""}]",[]
generated_python_programs_87,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_88,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_89,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_90,llm_single,python,0,0,0,0,4.0,False,2,[],"[{""type"": ""Input Validation"", ""severity"": ""medium"", ""description"": ""The program accepts a filename from command line arguments without sanitization. While this is typical for CLI tools, if used in a broader context or with untrusted input, it could lead to path traversal or unintended file access.""}, {""type"": ""Error Handling"", ""severity"": ""low"", ""description"": ""The program handles FileNotFoundError and IOError gracefully, but does not handle potential UnicodeDecodeError if the file is not UTF-8 encoded.""}]"
generated_python_programs_91,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_92,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_93,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_94,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_95,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_96,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_97,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_98,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_99,llm_single,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_100,llm_single,python,0,0,0,0,5.0,False,0,[],[]
