sample_id,source_type,language,static_num_issues,static_high,static_medium,static_low,llm_security_score,llm_vulnerable,llm_num_issues,static_issues_json,llm_issues_json
generated_python_programs_rule_82,llm_rule,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_rule_83,llm_rule,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_rule_84,llm_rule,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_rule_85,llm_rule,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_rule_86,llm_rule,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_rule_87,llm_rule,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_rule_88,llm_rule,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_rule_89,llm_rule,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_rule_90,llm_rule,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_rule_91,llm_rule,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_rule_92,llm_rule,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_rule_93,llm_rule,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_rule_94,llm_rule,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_rule_95,llm_rule,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_rule_96,llm_rule,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_rule_97,llm_rule,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_rule_98,llm_rule,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_rule_99,llm_rule,python,0,0,0,0,4.0,False,3,[],"[{""type"": ""Validation Accuracy"", ""severity"": ""medium"", ""description"": ""The email validation regex is a simplified pattern that does not cover all valid email formats according to RFC 5322. For example, it does not allow quoted local parts, plus signs, or internationalized domain names. This may cause valid emails to be rejected.""}, {""type"": ""Domain Validation"", ""severity"": ""low"", ""description"": ""The regex restricts TLDs to 2-6 alphabetic characters, which excludes valid longer TLDs (e.g., '.museum') and new TLDs with longer names. This could lead to false negatives.""}, {""type"": ""Input Handling"", ""severity"": ""low"", ""description"": ""The function silently skips non-string inputs without logging or raising errors, which may hide input issues.""}]"
generated_python_programs_rule_100,llm_rule,python,0,0,0,0,5.0,False,0,[],[]
