sample_id,source_type,language,static_num_issues,static_high,static_medium,static_low,llm_security_score,llm_vulnerable,llm_num_issues,static_issues_json,llm_issues_json
generated_python_programs_45,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_46,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_47,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_48,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_49,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_50,llm_plain,python,0,0,0,0,2.0,True,2,[],"[{""type"": ""Code Injection"", ""severity"": ""high"", ""description"": ""The use of eval() on user input, even with restricted globals and locals, is dangerous and can lead to code injection or execution of arbitrary code.""}, {""type"": ""Input Validation"", ""severity"": ""medium"", ""description"": ""The input is only superficially validated after eval(). Malicious input could bypass checks or cause unexpected behavior.""}]"
generated_python_programs_51,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_52,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_53,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_54,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_55,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_56,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_57,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_58,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_59,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_60,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_61,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_62,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_63,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_64,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_65,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_66,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_67,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_68,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_69,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_70,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_71,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_72,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_73,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_74,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_75,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_76,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_77,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_78,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_79,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_80,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_81,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_82,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_83,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_84,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_85,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_86,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_87,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_88,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_89,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_90,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_91,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_92,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_93,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_94,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_95,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_96,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_97,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_98,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_99,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
generated_python_programs_100,llm_plain,python,0,0,0,0,5.0,False,0,[],[]
